"data_id","age","language","form","birth_order","ethnicity","sex","mom_ed","measure","vocab","demo","n","demo_label"
572,17,"English","WS","First","Hispanic","Male","Some College","production",107,"All Data",5498,"All Data (n = 5498)"
573,27,"English","WS","First","White","Female","Some College","production",648,"All Data",5498,"All Data (n = 5498)"
574,24,"English","WS","First","White","Female","College","production",550,"All Data",5498,"All Data (n = 5498)"
575,19,"English","WS","Second","White","Female","Graduate","production",61,"All Data",5498,"All Data (n = 5498)"
576,24,"English","WS","Second","Black","Male","College","production",278,"All Data",5498,"All Data (n = 5498)"
577,22,"English","WS","First","Other","Female","College","production",175,"All Data",5498,"All Data (n = 5498)"
578,30,"English","WS","Third","White","Female","Secondary","production",373,"All Data",5498,"All Data (n = 5498)"
579,24,"English","WS","First","White","Female","Some Graduate","production",306,"All Data",5498,"All Data (n = 5498)"
580,30,"English","WS","First","White","Male","Secondary","production",519,"All Data",5498,"All Data (n = 5498)"
581,19,"English","WS","Second","White","Female","College","production",63,"All Data",5498,"All Data (n = 5498)"
582,24,"English","WS","Second","White","Female","College","production",275,"All Data",5498,"All Data (n = 5498)"
583,23,"English","WS","Second","White","Male","Some Graduate","production",327,"All Data",5498,"All Data (n = 5498)"
584,26,"English","WS","First","White","Female","College","production",541,"All Data",5498,"All Data (n = 5498)"
585,21,"English","WS",NA,"White","Female","Some College","production",192,"All Data",5498,"All Data (n = 5498)"
586,24,"English","WS","Third","White","Male","Some College","production",371,"All Data",5498,"All Data (n = 5498)"
587,30,"English","WS","Second","Asian","Male","Some College","production",424,"All Data",5498,"All Data (n = 5498)"
588,26,"English","WS","First","White","Male","Some College","production",584,"All Data",5498,"All Data (n = 5498)"
589,30,"English","WS","First","White","Male","Some College","production",588,"All Data",5498,"All Data (n = 5498)"
590,25,"English","WS","First","White","Female","Some College","production",495,"All Data",5498,"All Data (n = 5498)"
591,26,"English","WS","Second","Hispanic","Female","Secondary","production",490,"All Data",5498,"All Data (n = 5498)"
592,25,"English","WS","First","Other","Female","Some College","production",89,"All Data",5498,"All Data (n = 5498)"
593,24,"English","WS","First","White","Male","Secondary","production",494,"All Data",5498,"All Data (n = 5498)"
594,20,"English","WS","First","White","Female","Some College","production",222,"All Data",5498,"All Data (n = 5498)"
595,20,"English","WS","Fourth","White","Female","Secondary","production",63,"All Data",5498,"All Data (n = 5498)"
596,27,"English","WS","Second","White","Female","Secondary","production",549,"All Data",5498,"All Data (n = 5498)"
597,21,"English","WS","Second","White","Male","Some Secondary","production",232,"All Data",5498,"All Data (n = 5498)"
598,22,"English","WS","First","Other","Male","Some College","production",127,"All Data",5498,"All Data (n = 5498)"
599,24,"English","WS","First","Asian","Male","College","production",478,"All Data",5498,"All Data (n = 5498)"
600,29,"English","WS","First","White","Female","College","production",653,"All Data",5498,"All Data (n = 5498)"
601,30,"English","WS","Second","White","Female","Some College","production",622,"All Data",5498,"All Data (n = 5498)"
602,29,"English","WS","First","White","Female","Some Graduate","production",633,"All Data",5498,"All Data (n = 5498)"
603,30,"English","WS","Second","Hispanic","Female","College","production",663,"All Data",5498,"All Data (n = 5498)"
604,27,"English","WS","Second","White","Female","Some College","production",170,"All Data",5498,"All Data (n = 5498)"
605,27,"English","WS","First","White","Female","Some College","production",94,"All Data",5498,"All Data (n = 5498)"
606,16,"English","WS","First","White","Male","College","production",80,"All Data",5498,"All Data (n = 5498)"
607,27,"English","WS","First","White","Female","Secondary","production",650,"All Data",5498,"All Data (n = 5498)"
608,18,"English","WS","First","Hispanic","Male","Secondary","production",16,"All Data",5498,"All Data (n = 5498)"
609,25,"English","WS","First","White","Female","Some College","production",398,"All Data",5498,"All Data (n = 5498)"
610,18,"English","WS","Second","White","Male","Some College","production",508,"All Data",5498,"All Data (n = 5498)"
611,19,"English","WS","First","Hispanic","Male","Some College","production",88,"All Data",5498,"All Data (n = 5498)"
612,23,"English","WS","First","White","Male","Some College","production",198,"All Data",5498,"All Data (n = 5498)"
613,16,"English","WS","First","White","Male","College","production",6,"All Data",5498,"All Data (n = 5498)"
614,19,"English","WS","Second","White","Female","College","production",66,"All Data",5498,"All Data (n = 5498)"
615,24,"English","WS","First","White","Male","College","production",46,"All Data",5498,"All Data (n = 5498)"
616,23,"English","WS","First","White","Female","College","production",450,"All Data",5498,"All Data (n = 5498)"
617,30,"English","WS","Second","Black","Male","Secondary","production",661,"All Data",5498,"All Data (n = 5498)"
618,24,"English","WS","First","White","Female","Secondary","production",400,"All Data",5498,"All Data (n = 5498)"
619,21,"English","WS","First","White","Male","College","production",104,"All Data",5498,"All Data (n = 5498)"
620,19,"English","WS","Third","White","Male","Some Secondary","production",142,"All Data",5498,"All Data (n = 5498)"
621,25,"English","WS","First","White","Female","College","production",344,"All Data",5498,"All Data (n = 5498)"
622,21,"English","WS","Second","White","Female","Secondary","production",159,"All Data",5498,"All Data (n = 5498)"
623,17,"English","WS","First","White","Female","Some College","production",149,"All Data",5498,"All Data (n = 5498)"
624,18,"English","WS","First","White","Male","College","production",163,"All Data",5498,"All Data (n = 5498)"
625,19,"English","WS","First","White","Female","College","production",76,"All Data",5498,"All Data (n = 5498)"
626,29,"English","WS","Second","White","Female","Some College","production",672,"All Data",5498,"All Data (n = 5498)"
627,18,"English","WS","First","White","Female","Some College","production",52,"All Data",5498,"All Data (n = 5498)"
628,22,"English","WS","First","White","Male","Some Secondary","production",95,"All Data",5498,"All Data (n = 5498)"
629,16,"English","WS","First","White","Male","Secondary","production",121,"All Data",5498,"All Data (n = 5498)"
630,24,"English","WS","Second","White","Male","Graduate","production",352,"All Data",5498,"All Data (n = 5498)"
631,17,"English","WS","Second","Other","Female","Secondary","production",21,"All Data",5498,"All Data (n = 5498)"
632,19,"English","WS","First","White","Male","Some College","production",84,"All Data",5498,"All Data (n = 5498)"
633,21,"English","WS","Second","White","Male","Some College","production",423,"All Data",5498,"All Data (n = 5498)"
634,22,"English","WS","First","White","Female","Secondary","production",296,"All Data",5498,"All Data (n = 5498)"
635,27,"English","WS","First","White","Male","Some College","production",479,"All Data",5498,"All Data (n = 5498)"
636,28,"English","WS","Second","White","Male","College","production",20,"All Data",5498,"All Data (n = 5498)"
637,23,"English","WS","First","White","Female","College","production",480,"All Data",5498,"All Data (n = 5498)"
638,19,"English","WS","First","White","Male","Graduate","production",154,"All Data",5498,"All Data (n = 5498)"
639,30,"English","WS","First","White","Male","College","production",456,"All Data",5498,"All Data (n = 5498)"
640,24,"English","WS","First","Asian","Male","Secondary","production",528,"All Data",5498,"All Data (n = 5498)"
641,24,"English","WS","Second","White","Female","Graduate","production",26,"All Data",5498,"All Data (n = 5498)"
642,24,"English","WS","Second","White","Female","Graduate","production",304,"All Data",5498,"All Data (n = 5498)"
643,27,"English","WS","Second","White","Male","Secondary","production",168,"All Data",5498,"All Data (n = 5498)"
644,26,"English","WS","First","Hispanic","Male","College","production",270,"All Data",5498,"All Data (n = 5498)"
645,26,"English","WS","Second","Hispanic","Male","College","production",304,"All Data",5498,"All Data (n = 5498)"
646,29,"English","WS","Fourth","Hispanic","Male","Graduate","production",434,"All Data",5498,"All Data (n = 5498)"
647,17,"English","WS","First","White","Female","Graduate","production",93,"All Data",5498,"All Data (n = 5498)"
648,21,"English","WS","First","Asian","Female","Some Secondary","production",537,"All Data",5498,"All Data (n = 5498)"
649,28,"English","WS","Second","White","Female","Some College","production",590,"All Data",5498,"All Data (n = 5498)"
650,26,"English","WS","First","White","Male","Some Secondary","production",566,"All Data",5498,"All Data (n = 5498)"
651,21,"English","WS","Second","White","Male","Secondary","production",112,"All Data",5498,"All Data (n = 5498)"
652,26,"English","WS","Second","White","Female","Secondary","production",514,"All Data",5498,"All Data (n = 5498)"
653,30,"English","WS","Second","White","Male","College","production",503,"All Data",5498,"All Data (n = 5498)"
654,26,"English","WS","Second","White","Female","College","production",370,"All Data",5498,"All Data (n = 5498)"
655,22,"English","WS","Second","White","Female","Some College","production",514,"All Data",5498,"All Data (n = 5498)"
656,29,"English","WS","First","Hispanic","Female","Some College","production",442,"All Data",5498,"All Data (n = 5498)"
657,27,"English","WS","First","White","Female","Some College","production",576,"All Data",5498,"All Data (n = 5498)"
658,25,"English","WS","First","Asian","Male","College","production",416,"All Data",5498,"All Data (n = 5498)"
659,30,"English","WS","Second","White","Male","College","production",408,"All Data",5498,"All Data (n = 5498)"
660,17,"English","WS","First","White","Male","College","production",48,"All Data",5498,"All Data (n = 5498)"
661,30,"English","WS","First","White","Male","College","production",573,"All Data",5498,"All Data (n = 5498)"
662,29,"English","WS","Third","Hispanic","Female","Some College","production",438,"All Data",5498,"All Data (n = 5498)"
663,17,"English","WS","First","White","Male","Some College","production",68,"All Data",5498,"All Data (n = 5498)"
664,28,"English","WS","First","White","Female","Secondary","production",579,"All Data",5498,"All Data (n = 5498)"
665,17,"English","WS","Third","White","Female","Secondary","production",75,"All Data",5498,"All Data (n = 5498)"
666,24,"English","WS","First","Asian","Female","Some Secondary","production",327,"All Data",5498,"All Data (n = 5498)"
667,23,"English","WS","First","Hispanic","Female","College","production",456,"All Data",5498,"All Data (n = 5498)"
668,25,"English","WS","Second","White","Male","College","production",99,"All Data",5498,"All Data (n = 5498)"
669,17,"English","WS","First","White","Female","Some Graduate","production",245,"All Data",5498,"All Data (n = 5498)"
670,28,"English","WS","First","White","Male","College","production",611,"All Data",5498,"All Data (n = 5498)"
671,16,"English","WS","First","White","Female","Some College","production",101,"All Data",5498,"All Data (n = 5498)"
672,16,"English","WS","Second","White","Male","Some College","production",13,"All Data",5498,"All Data (n = 5498)"
673,17,"English","WS","Second","Black","Male","Some College","production",103,"All Data",5498,"All Data (n = 5498)"
674,28,"English","WS",NA,"White","Male","Some College","production",2,"All Data",5498,"All Data (n = 5498)"
675,27,"English","WS","First","White","Male","Some College","production",460,"All Data",5498,"All Data (n = 5498)"
676,28,"English","WS","Second","White","Male","Some College","production",463,"All Data",5498,"All Data (n = 5498)"
677,29,"English","WS","First","White","Male","Some College","production",363,"All Data",5498,"All Data (n = 5498)"
678,21,"English","WS","Second","Other","Female","Some College","production",189,"All Data",5498,"All Data (n = 5498)"
679,29,"English","WS","First","Asian","Female","Graduate","production",630,"All Data",5498,"All Data (n = 5498)"
680,25,"English","WS","Fourth","Black","Female","Secondary","production",217,"All Data",5498,"All Data (n = 5498)"
681,28,"English","WS",NA,"Hispanic","Female","College","production",500,"All Data",5498,"All Data (n = 5498)"
682,27,"English","WS",NA,"Black","Female","Some College","production",568,"All Data",5498,"All Data (n = 5498)"
683,29,"English","WS","First","White","Female","Some Graduate","production",517,"All Data",5498,"All Data (n = 5498)"
684,30,"English","WS","Second","Hispanic","Female","Some College","production",366,"All Data",5498,"All Data (n = 5498)"
685,30,"English","WS","First","Black","Female","College","production",331,"All Data",5498,"All Data (n = 5498)"
686,30,"English","WS","First","White","Female","College","production",394,"All Data",5498,"All Data (n = 5498)"
687,30,"English","WS","Second","White","Female","Some College","production",216,"All Data",5498,"All Data (n = 5498)"
688,30,"English","WS","Second","White","Female","College","production",208,"All Data",5498,"All Data (n = 5498)"
689,30,"English","WS","Third","White","Female","Graduate","production",570,"All Data",5498,"All Data (n = 5498)"
690,30,"English","WS","First","White","Female","Some College","production",569,"All Data",5498,"All Data (n = 5498)"
691,30,"English","WS","First","White","Female","Graduate","production",652,"All Data",5498,"All Data (n = 5498)"
692,30,"English","WS","First","White","Female","Graduate","production",512,"All Data",5498,"All Data (n = 5498)"
693,30,"English","WS","First","White","Female","Some College","production",626,"All Data",5498,"All Data (n = 5498)"
694,30,"English","WS","First","White","Female","Some College","production",602,"All Data",5498,"All Data (n = 5498)"
695,26,"English","WS","Second","White","Male","Some College","production",213,"All Data",5498,"All Data (n = 5498)"
696,25,"English","WS","First","White","Female","Some College","production",324,"All Data",5498,"All Data (n = 5498)"
697,25,"English","WS","Fourth","White","Female","Graduate","production",283,"All Data",5498,"All Data (n = 5498)"
698,25,"English","WS","Second","Hispanic","Female","Some Secondary","production",366,"All Data",5498,"All Data (n = 5498)"
699,28,"English","WS","First","White","Male","Graduate","production",324,"All Data",5498,"All Data (n = 5498)"
700,25,"English","WS","First","White","Male","College","production",506,"All Data",5498,"All Data (n = 5498)"
701,26,"English","WS","Second","White","Female","Some College","production",586,"All Data",5498,"All Data (n = 5498)"
702,26,"English","WS","First","White","Female","Graduate","production",579,"All Data",5498,"All Data (n = 5498)"
703,26,"English","WS","First","White","Male","Secondary","production",83,"All Data",5498,"All Data (n = 5498)"
704,25,"English","WS","First","White","Male","Secondary","production",471,"All Data",5498,"All Data (n = 5498)"
705,26,"English","WS","First","White","Female","Secondary","production",471,"All Data",5498,"All Data (n = 5498)"
706,25,"English","WS","Second","White","Female","Graduate","production",411,"All Data",5498,"All Data (n = 5498)"
707,25,"English","WS","Second","White","Female","Some College","production",476,"All Data",5498,"All Data (n = 5498)"
708,25,"English","WS","First","Hispanic","Female","College","production",639,"All Data",5498,"All Data (n = 5498)"
709,18,"English","WS","Second","White","Male","College","production",101,"All Data",5498,"All Data (n = 5498)"
710,18,"English","WS","Second","White","Male","College","production",82,"All Data",5498,"All Data (n = 5498)"
711,18,"English","WS","Second","Hispanic","Female","College","production",467,"All Data",5498,"All Data (n = 5498)"
712,18,"English","WS","First","White","Male","Some College","production",36,"All Data",5498,"All Data (n = 5498)"
713,18,"English","WS","First","White","Male","Some College","production",18,"All Data",5498,"All Data (n = 5498)"
714,18,"English","WS","First","White","Female","College","production",158,"All Data",5498,"All Data (n = 5498)"
715,18,"English","WS","Second","White","Male","College","production",42,"All Data",5498,"All Data (n = 5498)"
716,18,"English","WS","Second","White","Male","Some College","production",72,"All Data",5498,"All Data (n = 5498)"
717,18,"English","WS","Second","White","Female","Secondary","production",204,"All Data",5498,"All Data (n = 5498)"
718,18,"English","WS","First","White","Male","College","production",114,"All Data",5498,"All Data (n = 5498)"
719,22,"English","WS","Second","White","Male","Secondary","production",205,"All Data",5498,"All Data (n = 5498)"
720,19,"English","WS","First","White","Female","College","production",323,"All Data",5498,"All Data (n = 5498)"
721,19,"English","WS","Second","White","Male","Some College","production",392,"All Data",5498,"All Data (n = 5498)"
722,20,"English","WS","Second","White","Female","Secondary","production",377,"All Data",5498,"All Data (n = 5498)"
723,19,"English","WS","Second","White","Male","Some College","production",3,"All Data",5498,"All Data (n = 5498)"
724,19,"English","WS","First","White","Female","College","production",91,"All Data",5498,"All Data (n = 5498)"
725,20,"English","WS","Third","White","Male","Secondary","production",111,"All Data",5498,"All Data (n = 5498)"
726,19,"English","WS","First","White","Male","Secondary","production",77,"All Data",5498,"All Data (n = 5498)"
727,21,"English","WS","Second","White","Female","College","production",20,"All Data",5498,"All Data (n = 5498)"
728,21,"English","WS","First","White","Male","College","production",143,"All Data",5498,"All Data (n = 5498)"
729,20,"English","WS","Third","White","Female","Graduate","production",89,"All Data",5498,"All Data (n = 5498)"
730,21,"English","WS","Second","White","Male","Some College","production",546,"All Data",5498,"All Data (n = 5498)"
731,20,"English","WS","Fifth","Black","Female","College","production",529,"All Data",5498,"All Data (n = 5498)"
732,20,"English","WS","Third","White","Female","Secondary","production",66,"All Data",5498,"All Data (n = 5498)"
733,19,"English","WS","First",NA,"Female","Some College","production",278,"All Data",5498,"All Data (n = 5498)"
734,20,"English","WS","Second","White","Female","College","production",245,"All Data",5498,"All Data (n = 5498)"
735,20,"English","WS","First","White","Female","Some College","production",98,"All Data",5498,"All Data (n = 5498)"
736,19,"English","WS","First","White","Male","Graduate","production",328,"All Data",5498,"All Data (n = 5498)"
737,29,"English","WS","First","White","Female","Secondary","production",158,"All Data",5498,"All Data (n = 5498)"
738,28,"English","WS","Second","White","Male","Some College","production",490,"All Data",5498,"All Data (n = 5498)"
739,28,"English","WS","First","White","Female","Some College","production",588,"All Data",5498,"All Data (n = 5498)"
740,28,"English","WS","First","White","Female","College","production",498,"All Data",5498,"All Data (n = 5498)"
741,27,"English","WS","First","Black","Female","Secondary","production",278,"All Data",5498,"All Data (n = 5498)"
742,27,"English","WS","Third","Black","Male","Some College","production",608,"All Data",5498,"All Data (n = 5498)"
743,27,"English","WS","Third","White","Female","Some College","production",185,"All Data",5498,"All Data (n = 5498)"
744,29,"English","WS","Second","White","Male","College","production",659,"All Data",5498,"All Data (n = 5498)"
745,27,"English","WS","First","White","Female","Some Graduate","production",551,"All Data",5498,"All Data (n = 5498)"
746,27,"English","WS","First","White","Female","Some College","production",465,"All Data",5498,"All Data (n = 5498)"
747,29,"English","WS","Third","White","Female","Graduate","production",525,"All Data",5498,"All Data (n = 5498)"
748,28,"English","WS","Second","White","Female","Secondary","production",387,"All Data",5498,"All Data (n = 5498)"
749,27,"English","WS","First","White","Female","Secondary","production",528,"All Data",5498,"All Data (n = 5498)"
750,27,"English","WS","First","White","Female","Secondary","production",364,"All Data",5498,"All Data (n = 5498)"
751,26,"English","WS","First","White","Male","Some College","production",662,"All Data",5498,"All Data (n = 5498)"
752,27,"English","WS","First","White","Male","College","production",597,"All Data",5498,"All Data (n = 5498)"
753,27,"English","WS","Second","Asian","Male","Graduate","production",190,"All Data",5498,"All Data (n = 5498)"
754,27,"English","WS","Second","White","Female","Some Graduate","production",372,"All Data",5498,"All Data (n = 5498)"
755,27,"English","WS","First","White","Male","Some College","production",218,"All Data",5498,"All Data (n = 5498)"
756,27,"English","WS","First","White","Male","College","production",225,"All Data",5498,"All Data (n = 5498)"
757,27,"English","WS","Second","White","Male","Some College","production",144,"All Data",5498,"All Data (n = 5498)"
758,26,"English","WS","First","White","Female","College","production",393,"All Data",5498,"All Data (n = 5498)"
759,27,"English","WS","Second","White","Female","College","production",391,"All Data",5498,"All Data (n = 5498)"
760,26,"English","WS","First","White","Female","Some College","production",172,"All Data",5498,"All Data (n = 5498)"
761,26,"English","WS","Second","White","Female","Secondary","production",502,"All Data",5498,"All Data (n = 5498)"
762,26,"English","WS","Second","White","Male","Secondary","production",359,"All Data",5498,"All Data (n = 5498)"
763,26,"English","WS","First","Hispanic","Male","Secondary","production",402,"All Data",5498,"All Data (n = 5498)"
764,26,"English","WS","Second","White","Female","College","production",210,"All Data",5498,"All Data (n = 5498)"
765,25,"English","WS","First","White","Male","College","production",141,"All Data",5498,"All Data (n = 5498)"
766,24,"English","WS","First","White","Female","Graduate","production",491,"All Data",5498,"All Data (n = 5498)"
767,25,"English","WS","First","White","Female","Secondary","production",152,"All Data",5498,"All Data (n = 5498)"
768,24,"English","WS","Second","White","Female","Secondary","production",430,"All Data",5498,"All Data (n = 5498)"
769,26,"English","WS","First","White","Female","Secondary","production",414,"All Data",5498,"All Data (n = 5498)"
770,25,"English","WS","First","White","Male","College","production",373,"All Data",5498,"All Data (n = 5498)"
771,24,"English","WS","First","White","Female","Some Graduate","production",311,"All Data",5498,"All Data (n = 5498)"
772,21,"English","WS","First","White","Male","College","production",71,"All Data",5498,"All Data (n = 5498)"
773,21,"English","WS","First","White","Male","Secondary","production",525,"All Data",5498,"All Data (n = 5498)"
774,21,"English","WS","Second","White","Male","Some College","production",147,"All Data",5498,"All Data (n = 5498)"
775,20,"English","WS","First","White","Male","Some College","production",37,"All Data",5498,"All Data (n = 5498)"
776,21,"English","WS","Second","White","Male","College","production",79,"All Data",5498,"All Data (n = 5498)"
777,20,"English","WS","First","White","Female","Secondary","production",378,"All Data",5498,"All Data (n = 5498)"
778,24,"English","WS","Second","White","Male","Secondary","production",539,"All Data",5498,"All Data (n = 5498)"
779,24,"English","WS","Second","White","Female","College","production",119,"All Data",5498,"All Data (n = 5498)"
780,24,"English","WS","First","White","Female","College","production",285,"All Data",5498,"All Data (n = 5498)"
781,24,"English","WS","Second","White","Male","Secondary","production",63,"All Data",5498,"All Data (n = 5498)"
782,23,"English","WS","Third","White","Female","College","production",267,"All Data",5498,"All Data (n = 5498)"
783,24,"English","WS","First","White","Male","Secondary","production",68,"All Data",5498,"All Data (n = 5498)"
784,23,"English","WS","First","White","Male","Some Graduate","production",398,"All Data",5498,"All Data (n = 5498)"
785,24,"English","WS","Third","White","Female","Some College","production",114,"All Data",5498,"All Data (n = 5498)"
786,23,"English","WS","Second","White","Male","Secondary","production",119,"All Data",5498,"All Data (n = 5498)"
787,24,"English","WS","First","White","Female","Secondary","production",505,"All Data",5498,"All Data (n = 5498)"
788,25,"English","WS","First","White","Male","College","production",139,"All Data",5498,"All Data (n = 5498)"
789,24,"English","WS","First","White","Male","Secondary","production",308,"All Data",5498,"All Data (n = 5498)"
790,24,"English","WS","Second","White","Male","Secondary","production",129,"All Data",5498,"All Data (n = 5498)"
791,23,"English","WS","First","White","Female","Graduate","production",615,"All Data",5498,"All Data (n = 5498)"
792,25,"English","WS","Second","White","Female","College","production",565,"All Data",5498,"All Data (n = 5498)"
793,26,"English","WS","First","White","Female","Secondary","production",178,"All Data",5498,"All Data (n = 5498)"
794,19,"English","WS","First","White","Female","Secondary","production",450,"All Data",5498,"All Data (n = 5498)"
795,19,"English","WS","First","White","Male","Graduate","production",314,"All Data",5498,"All Data (n = 5498)"
796,20,"English","WS","First","White","Male","College","production",289,"All Data",5498,"All Data (n = 5498)"
797,19,"English","WS","Second","White","Female","Some College","production",551,"All Data",5498,"All Data (n = 5498)"
798,25,"English","WS","Second","White","Male","Secondary","production",392,"All Data",5498,"All Data (n = 5498)"
799,24,"English","WS","First","White","Female","College","production",287,"All Data",5498,"All Data (n = 5498)"
800,24,"English","WS","First","White","Female","Graduate","production",515,"All Data",5498,"All Data (n = 5498)"
801,23,"English","WS","First","White","Male","Some College","production",253,"All Data",5498,"All Data (n = 5498)"
802,23,"English","WS","Second","Black","Male","College","production",144,"All Data",5498,"All Data (n = 5498)"
803,23,"English","WS","First","White","Male","Some College","production",314,"All Data",5498,"All Data (n = 5498)"
804,23,"English","WS","First","White","Male","Secondary","production",346,"All Data",5498,"All Data (n = 5498)"
805,23,"English","WS","Second","White","Male","Some College","production",418,"All Data",5498,"All Data (n = 5498)"
806,24,"English","WS","First","White","Male","College","production",219,"All Data",5498,"All Data (n = 5498)"
807,22,"English","WS","Third","White","Female","Graduate","production",490,"All Data",5498,"All Data (n = 5498)"
808,23,"English","WS","First","White","Male","College","production",284,"All Data",5498,"All Data (n = 5498)"
809,22,"English","WS","Second","White","Male","College","production",21,"All Data",5498,"All Data (n = 5498)"
810,22,"English","WS","Second","White","Female","Some College","production",366,"All Data",5498,"All Data (n = 5498)"
811,21,"English","WS","First","White","Female","Some Graduate","production",248,"All Data",5498,"All Data (n = 5498)"
812,21,"English","WS","First","White","Female","Graduate","production",58,"All Data",5498,"All Data (n = 5498)"
813,21,"English","WS","First","White","Female","Graduate","production",158,"All Data",5498,"All Data (n = 5498)"
814,21,"English","WS","First","White","Male","Some College","production",394,"All Data",5498,"All Data (n = 5498)"
815,21,"English","WS","First","White","Male","College","production",285,"All Data",5498,"All Data (n = 5498)"
816,21,"English","WS","Second","White","Male","College","production",211,"All Data",5498,"All Data (n = 5498)"
817,23,"English","WS","Second","White","Male","Some College","production",224,"All Data",5498,"All Data (n = 5498)"
818,22,"English","WS","First","Hispanic","Female","College","production",199,"All Data",5498,"All Data (n = 5498)"
819,22,"English","WS","First","White","Male","Graduate","production",191,"All Data",5498,"All Data (n = 5498)"
820,23,"English","WS","First","White","Male","Some College","production",28,"All Data",5498,"All Data (n = 5498)"
821,22,"English","WS","Third","White","Female","Some College","production",199,"All Data",5498,"All Data (n = 5498)"
822,22,"English","WS","First","White","Male","Secondary","production",278,"All Data",5498,"All Data (n = 5498)"
823,22,"English","WS","Second","White","Male","Some Graduate","production",102,"All Data",5498,"All Data (n = 5498)"
824,24,"English","WS","First","White","Female","College","production",121,"All Data",5498,"All Data (n = 5498)"
825,24,"English","WS","Second","White","Female","Some College","production",12,"All Data",5498,"All Data (n = 5498)"
826,23,"English","WS","First","White","Female","Secondary","production",367,"All Data",5498,"All Data (n = 5498)"
827,23,"English","WS","Second","Black","Male","Some College","production",272,"All Data",5498,"All Data (n = 5498)"
828,22,"English","WS","Second","White","Male","Some Graduate","production",523,"All Data",5498,"All Data (n = 5498)"
829,16,"English","WS","First","White","Female","College","production",27,"All Data",5498,"All Data (n = 5498)"
830,16,"English","WS","Second","White","Female","Some Graduate","production",24,"All Data",5498,"All Data (n = 5498)"
831,16,"English","WS","Third","White","Male","Some College","production",13,"All Data",5498,"All Data (n = 5498)"
832,17,"English","WS","Second","White","Male","Graduate","production",42,"All Data",5498,"All Data (n = 5498)"
833,28,"English","WS","Second","White","Female","Secondary","production",429,"All Data",5498,"All Data (n = 5498)"
834,29,"English","WS","Second","White","Female","Secondary","production",609,"All Data",5498,"All Data (n = 5498)"
835,28,"English","WS","Fourth","White","Male","College","production",359,"All Data",5498,"All Data (n = 5498)"
836,20,"English","WS","Second","White","Male","Some College","production",108,"All Data",5498,"All Data (n = 5498)"
837,19,"English","WS","First","White","Male","Some College","production",120,"All Data",5498,"All Data (n = 5498)"
838,18,"English","WS","First","White","Male","Graduate","production",40,"All Data",5498,"All Data (n = 5498)"
839,17,"English","WS","First","White","Male","Some College","production",34,"All Data",5498,"All Data (n = 5498)"
840,17,"English","WS","First","White","Male","College","production",56,"All Data",5498,"All Data (n = 5498)"
841,19,"English","WS","Fourth","Other","Male",NA,"production",252,"All Data",5498,"All Data (n = 5498)"
842,17,"English","WS","First","White","Female","College","production",252,"All Data",5498,"All Data (n = 5498)"
843,17,"English","WS","First","White","Female","Some College","production",31,"All Data",5498,"All Data (n = 5498)"
844,17,"English","WS","Second","White","Male","Secondary","production",104,"All Data",5498,"All Data (n = 5498)"
845,17,"English","WS","Second","White","Female","Some College","production",89,"All Data",5498,"All Data (n = 5498)"
846,16,"English","WS","First","White","Female","College","production",115,"All Data",5498,"All Data (n = 5498)"
847,18,"English","WS","Third","White","Male","Graduate","production",72,"All Data",5498,"All Data (n = 5498)"
848,18,"English","WS","First","White","Female","Some College","production",123,"All Data",5498,"All Data (n = 5498)"
849,18,"English","WS","Third","White","Female","College","production",181,"All Data",5498,"All Data (n = 5498)"
850,17,"English","WS","First","White","Male","Graduate","production",57,"All Data",5498,"All Data (n = 5498)"
851,18,"English","WS","First","White","Female","Graduate","production",439,"All Data",5498,"All Data (n = 5498)"
852,17,"English","WS","First","White","Male","Some Graduate","production",24,"All Data",5498,"All Data (n = 5498)"
853,17,"English","WS","Second","White","Male","Some College","production",30,"All Data",5498,"All Data (n = 5498)"
854,16,"English","WS","Second","White","Female","Some College","production",87,"All Data",5498,"All Data (n = 5498)"
855,16,"English","WS","Second","White","Male","Some Secondary","production",23,"All Data",5498,"All Data (n = 5498)"
856,28,"English","WS","First","White","Male","Graduate","production",476,"All Data",5498,"All Data (n = 5498)"
857,28,"English","WS","First","White","Female","College","production",311,"All Data",5498,"All Data (n = 5498)"
858,28,"English","WS","Second","White","Male","College","production",388,"All Data",5498,"All Data (n = 5498)"
859,18,"English","WS","First","White","Female","Some College","production",57,"All Data",5498,"All Data (n = 5498)"
860,27,"English","WS","Fourth","White","Female","Some College","production",659,"All Data",5498,"All Data (n = 5498)"
861,28,"English","WS","First","White","Male","College","production",551,"All Data",5498,"All Data (n = 5498)"
862,27,"English","WS","First","White","Male","Some College","production",478,"All Data",5498,"All Data (n = 5498)"
863,27,"English","WS","First","White","Female","College","production",459,"All Data",5498,"All Data (n = 5498)"
864,26,"English","WS","Second","White","Female","College","production",530,"All Data",5498,"All Data (n = 5498)"
865,26,"English","WS","First","White","Male","College","production",583,"All Data",5498,"All Data (n = 5498)"
866,26,"English","WS","Third","White","Male","Secondary","production",257,"All Data",5498,"All Data (n = 5498)"
867,27,"English","WS","First","White","Female","College","production",532,"All Data",5498,"All Data (n = 5498)"
868,26,"English","WS","First","White","Male","College","production",435,"All Data",5498,"All Data (n = 5498)"
869,27,"English","WS","First","White","Male","Secondary","production",633,"All Data",5498,"All Data (n = 5498)"
