"data_id","age","language","form","birth_order","ethnicity","sex","mom_ed","measure","vocab","demo","n","demo_label"
4730,16,"English","WS",NA,NA,"Female",NA,"production",10,"All Data",5498,"All Data (n = 5498)"
4731,16,"English","WS",NA,NA,"Female",NA,"production",11,"All Data",5498,"All Data (n = 5498)"
4732,16,"English","WS",NA,NA,"Female",NA,"production",404,"All Data",5498,"All Data (n = 5498)"
4733,16,"English","WS",NA,NA,"Male",NA,"production",272,"All Data",5498,"All Data (n = 5498)"
4734,16,"English","WS",NA,NA,"Male",NA,"production",311,"All Data",5498,"All Data (n = 5498)"
4735,16,"English","WS",NA,NA,"Male",NA,"production",57,"All Data",5498,"All Data (n = 5498)"
4736,16,"English","WS",NA,NA,"Male",NA,"production",21,"All Data",5498,"All Data (n = 5498)"
4737,16,"English","WS",NA,NA,"Male",NA,"production",58,"All Data",5498,"All Data (n = 5498)"
4738,16,"English","WS",NA,NA,"Male",NA,"production",107,"All Data",5498,"All Data (n = 5498)"
4739,16,"English","WS",NA,NA,"Female",NA,"production",28,"All Data",5498,"All Data (n = 5498)"
4740,16,"English","WS",NA,NA,"Male",NA,"production",39,"All Data",5498,"All Data (n = 5498)"
4741,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
4742,16,"English","WS",NA,NA,"Male",NA,"production",31,"All Data",5498,"All Data (n = 5498)"
4743,16,"English","WS",NA,NA,"Male",NA,"production",52,"All Data",5498,"All Data (n = 5498)"
4744,16,"English","WS",NA,NA,"Female",NA,"production",12,"All Data",5498,"All Data (n = 5498)"
4745,16,"English","WS",NA,NA,"Male",NA,"production",23,"All Data",5498,"All Data (n = 5498)"
4746,16,"English","WS",NA,NA,"Male",NA,"production",19,"All Data",5498,"All Data (n = 5498)"
4747,16,"English","WS",NA,NA,"Female",NA,"production",51,"All Data",5498,"All Data (n = 5498)"
4748,16,"English","WS",NA,NA,"Male",NA,"production",28,"All Data",5498,"All Data (n = 5498)"
4749,16,"English","WS",NA,NA,"Female",NA,"production",154,"All Data",5498,"All Data (n = 5498)"
4750,16,"English","WS",NA,NA,"Female",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4751,16,"English","WS",NA,NA,"Male",NA,"production",1,"All Data",5498,"All Data (n = 5498)"
4752,16,"English","WS",NA,NA,"Female",NA,"production",78,"All Data",5498,"All Data (n = 5498)"
4753,16,"English","WS",NA,NA,"Male",NA,"production",151,"All Data",5498,"All Data (n = 5498)"
4754,16,"English","WS",NA,NA,"Male",NA,"production",48,"All Data",5498,"All Data (n = 5498)"
4755,16,"English","WS",NA,NA,"Male",NA,"production",85,"All Data",5498,"All Data (n = 5498)"
4756,16,"English","WS",NA,NA,"Female",NA,"production",49,"All Data",5498,"All Data (n = 5498)"
4757,16,"English","WS",NA,NA,"Male",NA,"production",89,"All Data",5498,"All Data (n = 5498)"
4758,16,"English","WS",NA,NA,"Female",NA,"production",64,"All Data",5498,"All Data (n = 5498)"
4759,16,"English","WS",NA,NA,"Female",NA,"production",279,"All Data",5498,"All Data (n = 5498)"
4760,16,"English","WS",NA,NA,"Male",NA,"production",160,"All Data",5498,"All Data (n = 5498)"
4761,16,"English","WS",NA,NA,"Female",NA,"production",74,"All Data",5498,"All Data (n = 5498)"
4762,16,"English","WS",NA,NA,"Male",NA,"production",70,"All Data",5498,"All Data (n = 5498)"
4763,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
4764,16,"English","WS",NA,NA,"Male",NA,"production",37,"All Data",5498,"All Data (n = 5498)"
4765,16,"English","WS",NA,NA,"Male",NA,"production",10,"All Data",5498,"All Data (n = 5498)"
4766,16,"English","WS",NA,NA,"Male",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
4767,16,"English","WS",NA,NA,"Male",NA,"production",41,"All Data",5498,"All Data (n = 5498)"
4768,16,"English","WS",NA,NA,"Female",NA,"production",156,"All Data",5498,"All Data (n = 5498)"
4769,16,"English","WS",NA,NA,"Male",NA,"production",40,"All Data",5498,"All Data (n = 5498)"
4770,16,"English","WS",NA,NA,"Male",NA,"production",34,"All Data",5498,"All Data (n = 5498)"
4771,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
4772,16,"English","WS",NA,NA,"Male",NA,"production",17,"All Data",5498,"All Data (n = 5498)"
4773,16,"English","WS",NA,NA,"Male",NA,"production",22,"All Data",5498,"All Data (n = 5498)"
4774,16,"English","WS",NA,NA,"Female",NA,"production",7,"All Data",5498,"All Data (n = 5498)"
4775,16,"English","WS",NA,NA,"Male",NA,"production",81,"All Data",5498,"All Data (n = 5498)"
4776,16,"English","WS",NA,NA,"Female",NA,"production",67,"All Data",5498,"All Data (n = 5498)"
4777,16,"English","WS",NA,NA,"Male",NA,"production",29,"All Data",5498,"All Data (n = 5498)"
4778,16,"English","WS",NA,NA,"Female",NA,"production",151,"All Data",5498,"All Data (n = 5498)"
4779,16,"English","WS",NA,NA,"Male",NA,"production",18,"All Data",5498,"All Data (n = 5498)"
4780,16,"English","WS",NA,NA,"Male",NA,"production",76,"All Data",5498,"All Data (n = 5498)"
4781,16,"English","WS",NA,NA,"Male",NA,"production",12,"All Data",5498,"All Data (n = 5498)"
4782,16,"English","WS",NA,NA,"Male",NA,"production",66,"All Data",5498,"All Data (n = 5498)"
4783,16,"English","WS",NA,NA,"Female",NA,"production",28,"All Data",5498,"All Data (n = 5498)"
4784,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
4785,16,"English","WS",NA,NA,"Female",NA,"production",32,"All Data",5498,"All Data (n = 5498)"
4786,16,"English","WS",NA,NA,"Male",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
4787,16,"English","WS",NA,NA,"Female",NA,"production",73,"All Data",5498,"All Data (n = 5498)"
4788,16,"English","WS",NA,NA,"Female",NA,"production",129,"All Data",5498,"All Data (n = 5498)"
4789,16,"English","WS",NA,NA,"Male",NA,"production",6,"All Data",5498,"All Data (n = 5498)"
4790,16,"English","WS",NA,NA,"Female",NA,"production",98,"All Data",5498,"All Data (n = 5498)"
4791,16,"English","WS",NA,NA,"Female",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
4792,16,"English","WS",NA,NA,"Female",NA,"production",47,"All Data",5498,"All Data (n = 5498)"
4793,16,"English","WS",NA,NA,"Male",NA,"production",52,"All Data",5498,"All Data (n = 5498)"
4794,16,"English","WS",NA,NA,"Male",NA,"production",58,"All Data",5498,"All Data (n = 5498)"
4795,16,"English","WS",NA,NA,"Female",NA,"production",6,"All Data",5498,"All Data (n = 5498)"
4796,16,"English","WS",NA,NA,"Female",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4797,16,"English","WS",NA,NA,"Male",NA,"production",60,"All Data",5498,"All Data (n = 5498)"
4798,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
4799,16,"English","WS",NA,NA,"Female",NA,"production",29,"All Data",5498,"All Data (n = 5498)"
4800,16,"English","WS",NA,NA,"Female",NA,"production",30,"All Data",5498,"All Data (n = 5498)"
4801,16,"English","WS",NA,NA,"Male",NA,"production",33,"All Data",5498,"All Data (n = 5498)"
4802,16,"English","WS",NA,NA,"Female",NA,"production",188,"All Data",5498,"All Data (n = 5498)"
4803,16,"English","WS",NA,NA,"Male",NA,"production",17,"All Data",5498,"All Data (n = 5498)"
4804,16,"English","WS",NA,NA,"Female",NA,"production",61,"All Data",5498,"All Data (n = 5498)"
4805,16,"English","WS",NA,NA,"Female",NA,"production",18,"All Data",5498,"All Data (n = 5498)"
4806,16,"English","WS",NA,NA,"Female",NA,"production",240,"All Data",5498,"All Data (n = 5498)"
4807,16,"English","WS",NA,NA,"Female",NA,"production",49,"All Data",5498,"All Data (n = 5498)"
4808,16,"English","WS",NA,NA,"Male",NA,"production",56,"All Data",5498,"All Data (n = 5498)"
4809,16,"English","WS",NA,NA,"Female",NA,"production",82,"All Data",5498,"All Data (n = 5498)"
4810,16,"English","WS",NA,NA,"Female",NA,"production",155,"All Data",5498,"All Data (n = 5498)"
4811,16,"English","WS",NA,NA,"Female",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
4812,16,"English","WS",NA,NA,"Female",NA,"production",3,"All Data",5498,"All Data (n = 5498)"
4813,16,"English","WS",NA,NA,"Male",NA,"production",16,"All Data",5498,"All Data (n = 5498)"
4814,16,"English","WS",NA,NA,"Male",NA,"production",49,"All Data",5498,"All Data (n = 5498)"
4815,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4816,16,"English","WS",NA,NA,"Male",NA,"production",56,"All Data",5498,"All Data (n = 5498)"
4817,16,"English","WS",NA,NA,"Male",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
4818,16,"English","WS",NA,NA,"Male",NA,"production",110,"All Data",5498,"All Data (n = 5498)"
4819,16,"English","WS",NA,NA,"Female",NA,"production",29,"All Data",5498,"All Data (n = 5498)"
4820,16,"English","WS",NA,NA,"Male",NA,"production",160,"All Data",5498,"All Data (n = 5498)"
4821,16,"English","WS",NA,NA,"Male",NA,"production",2,"All Data",5498,"All Data (n = 5498)"
4822,16,"English","WS",NA,NA,"Female",NA,"production",4,"All Data",5498,"All Data (n = 5498)"
4823,16,"English","WS",NA,NA,"Female",NA,"production",11,"All Data",5498,"All Data (n = 5498)"
4824,16,"English","WS",NA,NA,"Female",NA,"production",278,"All Data",5498,"All Data (n = 5498)"
4825,16,"English","WS",NA,NA,"Male",NA,"production",98,"All Data",5498,"All Data (n = 5498)"
4826,16,"English","WS",NA,NA,"Male",NA,"production",35,"All Data",5498,"All Data (n = 5498)"
4827,16,"English","WS",NA,NA,"Female",NA,"production",10,"All Data",5498,"All Data (n = 5498)"
4828,16,"English","WS",NA,NA,"Female",NA,"production",47,"All Data",5498,"All Data (n = 5498)"
4829,16,"English","WS",NA,NA,"Male",NA,"production",28,"All Data",5498,"All Data (n = 5498)"
4830,16,"English","WS",NA,NA,"Male",NA,"production",36,"All Data",5498,"All Data (n = 5498)"
4831,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4832,16,"English","WS",NA,NA,"Male",NA,"production",94,"All Data",5498,"All Data (n = 5498)"
4833,16,"English","WS",NA,NA,"Male",NA,"production",43,"All Data",5498,"All Data (n = 5498)"
4834,16,"English","WS",NA,NA,"Female",NA,"production",56,"All Data",5498,"All Data (n = 5498)"
4835,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4836,16,"English","WS",NA,NA,"Male",NA,"production",124,"All Data",5498,"All Data (n = 5498)"
4837,16,"English","WS",NA,NA,"Female",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4838,16,"English","WS",NA,NA,"Female",NA,"production",42,"All Data",5498,"All Data (n = 5498)"
4839,16,"English","WS",NA,NA,"Female",NA,"production",81,"All Data",5498,"All Data (n = 5498)"
4840,16,"English","WS",NA,NA,"Male",NA,"production",23,"All Data",5498,"All Data (n = 5498)"
4841,16,"English","WS",NA,NA,"Male",NA,"production",260,"All Data",5498,"All Data (n = 5498)"
4842,16,"English","WS",NA,NA,"Male",NA,"production",7,"All Data",5498,"All Data (n = 5498)"
4843,16,"English","WS",NA,NA,"Male",NA,"production",148,"All Data",5498,"All Data (n = 5498)"
4844,16,"English","WS",NA,NA,"Female",NA,"production",156,"All Data",5498,"All Data (n = 5498)"
4845,16,"English","WS",NA,NA,"Male",NA,"production",23,"All Data",5498,"All Data (n = 5498)"
4846,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4847,16,"English","WS",NA,NA,"Female",NA,"production",90,"All Data",5498,"All Data (n = 5498)"
4848,16,"English","WS",NA,NA,"Female",NA,"production",45,"All Data",5498,"All Data (n = 5498)"
4849,16,"English","WS",NA,NA,"Male",NA,"production",56,"All Data",5498,"All Data (n = 5498)"
4850,16,"English","WS",NA,NA,"Male",NA,"production",91,"All Data",5498,"All Data (n = 5498)"
4851,16,"English","WS",NA,NA,"Male",NA,"production",14,"All Data",5498,"All Data (n = 5498)"
4852,16,"English","WS",NA,NA,"Male",NA,"production",32,"All Data",5498,"All Data (n = 5498)"
4853,16,"English","WS",NA,NA,"Female",NA,"production",134,"All Data",5498,"All Data (n = 5498)"
4854,16,"English","WS",NA,NA,"Male",NA,"production",46,"All Data",5498,"All Data (n = 5498)"
4855,16,"English","WS",NA,NA,"Female",NA,"production",173,"All Data",5498,"All Data (n = 5498)"
4856,16,"English","WS",NA,NA,"Male",NA,"production",47,"All Data",5498,"All Data (n = 5498)"
4857,16,"English","WS",NA,NA,"Male",NA,"production",4,"All Data",5498,"All Data (n = 5498)"
4858,16,"English","WS",NA,NA,"Female",NA,"production",120,"All Data",5498,"All Data (n = 5498)"
4859,16,"English","WS",NA,NA,"Female",NA,"production",58,"All Data",5498,"All Data (n = 5498)"
4860,16,"English","WS",NA,NA,"Female",NA,"production",60,"All Data",5498,"All Data (n = 5498)"
4861,16,"English","WS",NA,NA,"Female",NA,"production",73,"All Data",5498,"All Data (n = 5498)"
4862,16,"English","WS",NA,NA,"Male",NA,"production",60,"All Data",5498,"All Data (n = 5498)"
4863,16,"English","WS",NA,NA,"Male",NA,"production",43,"All Data",5498,"All Data (n = 5498)"
4864,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4865,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4866,16,"English","WS",NA,NA,"Female",NA,"production",48,"All Data",5498,"All Data (n = 5498)"
4867,16,"English","WS",NA,NA,"Male",NA,"production",182,"All Data",5498,"All Data (n = 5498)"
4868,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
4869,16,"English","WS",NA,NA,"Male",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
4870,16,"English","WS",NA,NA,"Male",NA,"production",17,"All Data",5498,"All Data (n = 5498)"
4871,16,"English","WS",NA,NA,"Male",NA,"production",35,"All Data",5498,"All Data (n = 5498)"
4872,16,"English","WS",NA,NA,"Male",NA,"production",133,"All Data",5498,"All Data (n = 5498)"
4873,16,"English","WS",NA,NA,"Female",NA,"production",101,"All Data",5498,"All Data (n = 5498)"
4874,16,"English","WS",NA,NA,"Male",NA,"production",76,"All Data",5498,"All Data (n = 5498)"
4875,16,"English","WS",NA,NA,"Female",NA,"production",153,"All Data",5498,"All Data (n = 5498)"
4876,16,"English","WS",NA,NA,"Male",NA,"production",76,"All Data",5498,"All Data (n = 5498)"
4877,16,"English","WS",NA,NA,"Male",NA,"production",5,"All Data",5498,"All Data (n = 5498)"
4878,16,"English","WS",NA,NA,"Female",NA,"production",101,"All Data",5498,"All Data (n = 5498)"
4879,16,"English","WS",NA,NA,"Female",NA,"production",65,"All Data",5498,"All Data (n = 5498)"
4880,16,"English","WS",NA,NA,"Female",NA,"production",176,"All Data",5498,"All Data (n = 5498)"
4881,16,"English","WS",NA,NA,"Male",NA,"production",1,"All Data",5498,"All Data (n = 5498)"
4882,16,"English","WS",NA,NA,"Male",NA,"production",62,"All Data",5498,"All Data (n = 5498)"
4883,16,"English","WS",NA,NA,"Male",NA,"production",19,"All Data",5498,"All Data (n = 5498)"
4884,16,"English","WS",NA,NA,"Female",NA,"production",40,"All Data",5498,"All Data (n = 5498)"
4885,16,"English","WS",NA,NA,"Male",NA,"production",18,"All Data",5498,"All Data (n = 5498)"
4886,16,"English","WS",NA,NA,"Female",NA,"production",22,"All Data",5498,"All Data (n = 5498)"
4887,16,"English","WS",NA,NA,"Female",NA,"production",3,"All Data",5498,"All Data (n = 5498)"
4888,16,"English","WS",NA,NA,"Male",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
4889,16,"English","WS",NA,NA,"Female",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
4890,16,"English","WS",NA,NA,"Male",NA,"production",48,"All Data",5498,"All Data (n = 5498)"
4891,16,"English","WS",NA,NA,"Female",NA,"production",6,"All Data",5498,"All Data (n = 5498)"
4892,16,"English","WS",NA,NA,"Female",NA,"production",93,"All Data",5498,"All Data (n = 5498)"
4893,16,"English","WS",NA,NA,"Male",NA,"production",23,"All Data",5498,"All Data (n = 5498)"
4894,16,"English","WS",NA,NA,"Male",NA,"production",82,"All Data",5498,"All Data (n = 5498)"
4895,16,"English","WS",NA,NA,"Male",NA,"production",55,"All Data",5498,"All Data (n = 5498)"
4896,16,"English","WS",NA,NA,"Female",NA,"production",99,"All Data",5498,"All Data (n = 5498)"
4897,16,"English","WS",NA,NA,"Female",NA,"production",29,"All Data",5498,"All Data (n = 5498)"
4898,16,"English","WS",NA,NA,"Male",NA,"production",46,"All Data",5498,"All Data (n = 5498)"
4899,16,"English","WS",NA,NA,"Male",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
4900,16,"English","WS",NA,NA,"Female",NA,"production",7,"All Data",5498,"All Data (n = 5498)"
4901,16,"English","WS",NA,NA,"Male",NA,"production",232,"All Data",5498,"All Data (n = 5498)"
4902,16,"English","WS",NA,NA,"Female",NA,"production",18,"All Data",5498,"All Data (n = 5498)"
4903,16,"English","WS",NA,NA,"Female",NA,"production",230,"All Data",5498,"All Data (n = 5498)"
4904,16,"English","WS",NA,NA,"Female",NA,"production",35,"All Data",5498,"All Data (n = 5498)"
4905,16,"English","WS",NA,NA,"Female",NA,"production",71,"All Data",5498,"All Data (n = 5498)"
4906,16,"English","WS",NA,NA,"Male",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
4907,16,"English","WS",NA,NA,"Male",NA,"production",5,"All Data",5498,"All Data (n = 5498)"
4908,16,"English","WS",NA,NA,"Female",NA,"production",40,"All Data",5498,"All Data (n = 5498)"
4909,16,"English","WS",NA,NA,"Female",NA,"production",142,"All Data",5498,"All Data (n = 5498)"
4910,16,"English","WS",NA,NA,"Female",NA,"production",22,"All Data",5498,"All Data (n = 5498)"
4911,16,"English","WS",NA,NA,"Female",NA,"production",7,"All Data",5498,"All Data (n = 5498)"
4912,16,"English","WS",NA,NA,"Male",NA,"production",91,"All Data",5498,"All Data (n = 5498)"
4913,16,"English","WS",NA,NA,"Male",NA,"production",117,"All Data",5498,"All Data (n = 5498)"
4914,16,"English","WS",NA,NA,"Female",NA,"production",70,"All Data",5498,"All Data (n = 5498)"
4915,16,"English","WS",NA,NA,"Male",NA,"production",18,"All Data",5498,"All Data (n = 5498)"
4916,16,"English","WS",NA,NA,"Female",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
4917,16,"English","WS",NA,NA,"Male",NA,"production",75,"All Data",5498,"All Data (n = 5498)"
4918,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4919,16,"English","WS",NA,NA,"Male",NA,"production",62,"All Data",5498,"All Data (n = 5498)"
4920,16,"English","WS",NA,NA,"Female",NA,"production",3,"All Data",5498,"All Data (n = 5498)"
4921,16,"English","WS",NA,NA,"Male",NA,"production",44,"All Data",5498,"All Data (n = 5498)"
4922,16,"English","WS",NA,NA,"Female",NA,"production",12,"All Data",5498,"All Data (n = 5498)"
4923,16,"English","WS",NA,NA,"Female",NA,"production",54,"All Data",5498,"All Data (n = 5498)"
4924,16,"English","WS",NA,NA,"Female",NA,"production",43,"All Data",5498,"All Data (n = 5498)"
4925,16,"English","WS",NA,NA,"Male",NA,"production",115,"All Data",5498,"All Data (n = 5498)"
4926,16,"English","WS",NA,NA,"Male",NA,"production",117,"All Data",5498,"All Data (n = 5498)"
4927,16,"English","WS",NA,NA,"Male",NA,"production",38,"All Data",5498,"All Data (n = 5498)"
4928,16,"English","WS",NA,NA,"Male",NA,"production",132,"All Data",5498,"All Data (n = 5498)"
4929,16,"English","WS",NA,NA,"Female",NA,"production",49,"All Data",5498,"All Data (n = 5498)"
4930,16,"English","WS",NA,NA,"Female",NA,"production",39,"All Data",5498,"All Data (n = 5498)"
4931,16,"English","WS",NA,NA,"Male",NA,"production",15,"All Data",5498,"All Data (n = 5498)"
4932,16,"English","WS",NA,NA,"Male",NA,"production",42,"All Data",5498,"All Data (n = 5498)"
4933,16,"English","WS",NA,NA,"Male",NA,"production",35,"All Data",5498,"All Data (n = 5498)"
4934,16,"English","WS",NA,NA,"Female",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
4935,16,"English","WS",NA,NA,"Male",NA,"production",86,"All Data",5498,"All Data (n = 5498)"
4936,16,"English","WS",NA,NA,"Female",NA,"production",152,"All Data",5498,"All Data (n = 5498)"
4937,16,"English","WS",NA,NA,"Male",NA,"production",12,"All Data",5498,"All Data (n = 5498)"
4938,16,"English","WS",NA,NA,"Male",NA,"production",65,"All Data",5498,"All Data (n = 5498)"
4939,16,"English","WS",NA,NA,"Female",NA,"production",31,"All Data",5498,"All Data (n = 5498)"
4940,16,"English","WS",NA,NA,"Female",NA,"production",69,"All Data",5498,"All Data (n = 5498)"
4941,16,"English","WS",NA,NA,"Female",NA,"production",76,"All Data",5498,"All Data (n = 5498)"
4942,16,"English","WS",NA,NA,"Female",NA,"production",40,"All Data",5498,"All Data (n = 5498)"
4943,16,"English","WS",NA,NA,"Female",NA,"production",24,"All Data",5498,"All Data (n = 5498)"
4944,16,"English","WS",NA,NA,"Male",NA,"production",17,"All Data",5498,"All Data (n = 5498)"
4945,16,"English","WS",NA,NA,"Male",NA,"production",0,"All Data",5498,"All Data (n = 5498)"
4946,16,"English","WS",NA,NA,"Female",NA,"production",58,"All Data",5498,"All Data (n = 5498)"
4947,16,"English","WS",NA,NA,"Female",NA,"production",13,"All Data",5498,"All Data (n = 5498)"
4948,16,"English","WS",NA,NA,"Male",NA,"production",164,"All Data",5498,"All Data (n = 5498)"
4949,16,"English","WS",NA,NA,"Female",NA,"production",135,"All Data",5498,"All Data (n = 5498)"
4950,16,"English","WS",NA,NA,"Female",NA,"production",37,"All Data",5498,"All Data (n = 5498)"
4951,16,"English","WS",NA,NA,"Male",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
4952,16,"English","WS",NA,NA,"Female",NA,"production",114,"All Data",5498,"All Data (n = 5498)"
4953,16,"English","WS",NA,NA,"Female",NA,"production",11,"All Data",5498,"All Data (n = 5498)"
4954,16,"English","WS",NA,NA,"Male",NA,"production",41,"All Data",5498,"All Data (n = 5498)"
4955,16,"English","WS",NA,NA,"Male",NA,"production",48,"All Data",5498,"All Data (n = 5498)"
4956,16,"English","WS",NA,NA,"Male",NA,"production",122,"All Data",5498,"All Data (n = 5498)"
4957,16,"English","WS",NA,NA,"Female",NA,"production",35,"All Data",5498,"All Data (n = 5498)"
4958,16,"English","WS",NA,NA,"Female",NA,"production",58,"All Data",5498,"All Data (n = 5498)"
4959,16,"English","WS",NA,NA,"Male",NA,"production",64,"All Data",5498,"All Data (n = 5498)"
4960,16,"English","WS",NA,NA,"Male",NA,"production",6,"All Data",5498,"All Data (n = 5498)"
4961,16,"English","WS",NA,NA,"Male",NA,"production",23,"All Data",5498,"All Data (n = 5498)"
4962,16,"English","WS",NA,NA,"Male",NA,"production",70,"All Data",5498,"All Data (n = 5498)"
4963,16,"English","WS",NA,NA,"Male",NA,"production",22,"All Data",5498,"All Data (n = 5498)"
4964,16,"English","WS",NA,NA,"Female",NA,"production",11,"All Data",5498,"All Data (n = 5498)"
4965,16,"English","WS",NA,NA,"Female",NA,"production",62,"All Data",5498,"All Data (n = 5498)"
4966,16,"English","WS",NA,NA,"Female",NA,"production",79,"All Data",5498,"All Data (n = 5498)"
4967,16,"English","WS",NA,NA,"Male",NA,"production",44,"All Data",5498,"All Data (n = 5498)"
4968,16,"English","WS",NA,NA,"Female",NA,"production",89,"All Data",5498,"All Data (n = 5498)"
4969,16,"English","WS",NA,NA,"Male",NA,"production",68,"All Data",5498,"All Data (n = 5498)"
4970,16,"English","WS",NA,NA,"Female",NA,"production",41,"All Data",5498,"All Data (n = 5498)"
4971,16,"English","WS",NA,NA,"Male",NA,"production",10,"All Data",5498,"All Data (n = 5498)"
4972,16,"English","WS",NA,NA,"Male",NA,"production",64,"All Data",5498,"All Data (n = 5498)"
4973,16,"English","WS",NA,NA,"Female",NA,"production",34,"All Data",5498,"All Data (n = 5498)"
4974,16,"English","WS",NA,NA,"Male",NA,"production",36,"All Data",5498,"All Data (n = 5498)"
4975,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
4976,16,"English","WS",NA,NA,"Male",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
4977,16,"English","WS",NA,NA,"Female",NA,"production",25,"All Data",5498,"All Data (n = 5498)"
4978,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
4979,16,"English","WS",NA,NA,"Male",NA,"production",14,"All Data",5498,"All Data (n = 5498)"
4980,16,"English","WS",NA,NA,"Female",NA,"production",18,"All Data",5498,"All Data (n = 5498)"
4981,16,"English","WS",NA,NA,"Male",NA,"production",85,"All Data",5498,"All Data (n = 5498)"
4982,16,"English","WS",NA,NA,"Male",NA,"production",21,"All Data",5498,"All Data (n = 5498)"
4983,16,"English","WS",NA,NA,"Female",NA,"production",56,"All Data",5498,"All Data (n = 5498)"
4984,16,"English","WS",NA,NA,"Female",NA,"production",39,"All Data",5498,"All Data (n = 5498)"
4985,16,"English","WS",NA,NA,"Female",NA,"production",24,"All Data",5498,"All Data (n = 5498)"
4986,16,"English","WS",NA,NA,"Female",NA,"production",161,"All Data",5498,"All Data (n = 5498)"
4987,16,"English","WS",NA,NA,"Male",NA,"production",13,"All Data",5498,"All Data (n = 5498)"
4988,16,"English","WS",NA,NA,"Male",NA,"production",11,"All Data",5498,"All Data (n = 5498)"
4989,16,"English","WS",NA,NA,"Female",NA,"production",74,"All Data",5498,"All Data (n = 5498)"
4990,16,"English","WS",NA,NA,"Female",NA,"production",284,"All Data",5498,"All Data (n = 5498)"
4991,16,"English","WS",NA,NA,"Male",NA,"production",11,"All Data",5498,"All Data (n = 5498)"
4992,16,"English","WS",NA,NA,"Female",NA,"production",33,"All Data",5498,"All Data (n = 5498)"
4993,16,"English","WS",NA,NA,"Male",NA,"production",37,"All Data",5498,"All Data (n = 5498)"
4994,16,"English","WS",NA,NA,"Female",NA,"production",24,"All Data",5498,"All Data (n = 5498)"
4995,16,"English","WS",NA,NA,"Male",NA,"production",41,"All Data",5498,"All Data (n = 5498)"
4996,16,"English","WS",NA,NA,"Female",NA,"production",24,"All Data",5498,"All Data (n = 5498)"
4997,16,"English","WS",NA,NA,"Male",NA,"production",42,"All Data",5498,"All Data (n = 5498)"
4998,16,"English","WS",NA,NA,"Male",NA,"production",21,"All Data",5498,"All Data (n = 5498)"
4999,16,"English","WS",NA,NA,"Female",NA,"production",41,"All Data",5498,"All Data (n = 5498)"
5000,16,"English","WS",NA,NA,"Male",NA,"production",120,"All Data",5498,"All Data (n = 5498)"
5001,16,"English","WS",NA,NA,"Male",NA,"production",11,"All Data",5498,"All Data (n = 5498)"
5002,16,"English","WS",NA,NA,"Male",NA,"production",62,"All Data",5498,"All Data (n = 5498)"
5003,16,"English","WS",NA,NA,"Male",NA,"production",139,"All Data",5498,"All Data (n = 5498)"
5004,16,"English","WS",NA,NA,"Male",NA,"production",42,"All Data",5498,"All Data (n = 5498)"
5005,16,"English","WS",NA,NA,"Male",NA,"production",43,"All Data",5498,"All Data (n = 5498)"
5006,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
5007,16,"English","WS",NA,NA,"Male",NA,"production",96,"All Data",5498,"All Data (n = 5498)"
5008,16,"English","WS",NA,NA,"Female",NA,"production",13,"All Data",5498,"All Data (n = 5498)"
